Слово: Aden, Предложенная лемма: denə (100.0%)
Слово: mədxurili, Предложенная лемма: mədxuri/mətxuri (90.0%)
Слово: mədxurɩh, Предложенная лемма: mədxuri/mətxuri (90.0%)
Слово: mədxurь, Предложенная лемма: mədxuri/mətxuri (100.0%)
Слово: mədən, Предложенная лемма: mədjuni (75.0%)
Слово: mədəni, Предложенная лемма: mədjuni (75.0%)
Слово: mədənəjə, Предложенная лемма: mnəjə (66.7%)
Слово: mədьbut, Предложенная лемма: mədvuqi (66.7%)
Слово: məetu, Предложенная лемма: məttuji (100.0%)
Слово: məhanə, Предложенная лемма: mahana (100.0%)
Слово: məhanь, Предложенная лемма: mahana (100.0%)
Слово: məhaslanuta, Предложенная лемма: hasьl (66.7%)
Слово: məhəllə, Предложенная лемма: məhəççər (66.7%)
Слово: məiqutə, Предложенная лемма: əmqu (100.0%)
Слово: məiqvati, Предложенная лемма: məqvuji (88.9%)
Слово: məiqvatj, Предложенная лемма: məqvuji (90.0%)
Слово: məiqvatь, Предложенная лемма: məqvəxtə/maqvaxta (88.9%)
Слово: məixəmjətu, Предложенная лемма: mxəjə (77.8%)
Слово: məixəmjətь, Предложенная лемма: mxəjə (77.8%)
Слово: məixəmjətьu, Предложенная лемма: mxəjə (77.8%)
Слово: məjbь, Предложенная лемма: mjəjə (75.0%)
Слово: məjil, Предложенная лемма: məjuji (75.0%)
Слово: məjjijvalun, Предложенная лемма: məjuji (100.0%)
Слово: məjrə, Предложенная лемма: mjəjə (75.0%)
Слово: məkdiivə, Предложенная лемма: məkijxə (66.7%)
Слово: məkidta, Предложенная лемма: məkusi (66.7%)
Слово: məkidə, Предложенная лемма: məkijxə (75.0%)
Слово: məkleta, Предложенная лемма: məkletə (100.0%)
Слово: məklujina, Предложенная лемма: məkluji (100.0%)
Слово: məkləjati, Предложенная лемма: məkluji (100.0%)
Слово: məkləjətь, Предложенная лемма: kləjə (66.7%)
Слово: məktivij, Предложенная лемма: məkijxə (70.0%)
Слово: məktəvtə, Предложенная лемма: ktəvtə (70.0%)
Слово: məkude, Предложенная лемма: məkkumi (75.0%)
Слово: məkudonə, Предложенная лемма: mədinxə (66.7%)
Слово: məkumi, Предложенная лемма: məkkumi (75.0%)
Слово: məkvetə, Предложенная лемма: məkletə (66.7%)
Слово: məkvijə, Предложенная лемма: məkijxə (77.8%)
Слово: məkvuxi, Предложенная лемма: məkkumi (66.7%)
Слово: məkvətə, Предложенная лемма: məkkəptə (66.7%)
Слово: məkvəx, Предложенная лемма: mkəxə (77.8%)
Слово: məkədtə, Предложенная лемма: məkkəptə (66.7%)
Слово: məlkuta, Предложенная лемма: məlkutə (100.0%)
Слово: məllənь, Предложенная лемма: məlpənə (66.7%)
Слово: məllətь, Предложенная лемма: mələptə (66.7%)
Слово: məlləxi, Предложенная лемма: mələxə (77.8%)
Слово: məlqi, Предложенная лемма: məlkə (75.0%)
Слово: məlqutə, Предложенная лемма: məlkutə (66.7%)
Слово: məlqvəni, Предложенная лемма: məlvuşi (70.0%)
Слово: məlqvəti, Предложенная лемма: məlvuşi (70.0%)
Слово: məlqvətij, Предложенная лемма: məqvuji (63.6%)
Слово: məlqə, Предложенная лемма: məlkə (75.0%)
Слово: məlqəjə, Предложенная лемма: mləjə (77.8%)
Слово: məlqətə, Предложенная лемма: mələptə (66.7%)
Слово: məlvətь, Предложенная лемма: mələptə (66.7%)
Слово: mələgtə, Предложенная лемма: mələptə (66.7%)
Слово: məmi, Предложенная лемма: məmmuxi (100.0%)
Слово: məmkəxtə, Предложенная лемма: mkəxə (66.7%)
Слово: məmteta, Предложенная лемма: matta (66.7%)
Слово: məməxjuzьnə, Предложенная лемма: məmxuji (100.0%)
Слово: məmьbrь, Предложенная лемма: məmrudi (77.8%)
Слово: mənni, Предложенная лемма: mənij (75.0%)
Слово: mənpəltə, Предложенная лемма: npəltə (70.0%)
Слово: mənteta, Предложенная лемма: məntetə (100.0%)
Слово: mənti, Предложенная лемма: məntijənə (100.0%)
Слово: məntija, Предложенная лемма: məntijənə (100.0%)
Слово: məntijani, Предложенная лемма: məntijənə (100.0%)
Слово: məntijantə, Предложенная лемма: məntijənə (100.0%)
Слово: məntijjənə, Предложенная лемма: məntijənə (90.9%)
Слово: məntijə, Предложенная лемма: məntijənə (100.0%)
Слово: məntijətə, Предложенная лемма: məntijənə (90.0%)
Слово: məntuji, Предложенная лемма: məntuji (100.0%)
Слово: məntəjati, Предложенная лемма: mintə (100.0%)
Слово: məntəjili, Предложенная лемма: mintə (100.0%)
Слово: məntəjilə, Предложенная лемма: mintə (100.0%)
Слово: məntəjinə, Предложенная лемма: məntijənə (100.0%)
Слово: məntəjətɩ, Предложенная лемма: mnəjə (77.8%)
Слово: məplixi, Предложенная лемма: məpluxi (100.0%)
Слово: məplixij, Предложенная лемма: məpluxi (100.0%)
Слово: məplixijin, Предложенная лемма: məpluxi (100.0%)
Слово: məplixijlun, Предложенная лемма: məpluxi (100.0%)
Слово: məplixijva, Предложенная лемма: məpluxi (100.0%)
Слово: məplixili, Предложенная лемма: məpluxi (100.0%)
Слово: məplixinilə, Предложенная лемма: məpluxi (100.0%)
Слово: məpluxe, Предложенная лемма: məpluxi (100.0%)
Слово: məpluxi, Предложенная лемма: məpluxi (100.0%)
Слово: məpluxь, Предложенная лемма: məpluxi (100.0%)
Слово: məpləxi, Предложенная лемма: məpluxi (100.0%)
Слово: məpləxinə, Предложенная лемма: məpluxi (100.0%)
Слово: məprəmta, Предложенная лемма: mapramta (100.0%)
Слово: məqimij, Предложенная лемма: məqqumi (66.7%)
Слово: məqleta, Предложенная лемма: maqţalta (66.7%)
Слово: məqlila, Предложенная лемма: malla (66.7%)
Слово: məqlujilь, Предложенная лемма: əmqu (100.0%)
Слово: məqlujo, Предложенная лемма: əmqu (100.0%)
Слово: məqlujonə, Предложенная лемма: əmqu (100.0%)
Слово: məqlujьnə, Предложенная лемма: əmqu (100.0%)
Слово: məqluta, Предложенная лемма: əmqu (100.0%)
Слово: məqlǝjəti, Предложенная лемма: miljəit (70.0%)
Слово: məqləjəti, Предложенная лемма: qləjə (66.7%)
Слово: məqlətə, Предложенная лемма: məqdənə (66.7%)
Слово: məqmulinə, Предложенная лемма: əmqu (100.0%)
Слово: məqməlta, Предложенная лемма: məmlə (66.7%)
Слово: məqqi, Предложенная лемма: məqqumi (100.0%)
Слово: məqrata, Предложенная лемма: maqramta (88.9%)
Слово: məqrujilə, Предложенная лемма: əmqu (100.0%)
Слово: məqruzьva, Предложенная лемма: əmqu (100.0%)
Слово: məqrəjb, Предложенная лемма: qraj (66.7%)
Слово: məqrən, Предложенная лемма: məqdənə (66.7%)
Слово: məqrьzlə, Предложенная лемма: mərzə (66.7%)
Слово: məqrьzəx, Предложенная лемма: mərzə (66.7%)
Слово: məqubiltə, Предложенная лемма: əmqu (100.0%)
Слово: məqumi, Предложенная лемма: əmqu (100.0%)
Слово: məquşivə, Предложенная лемма: əmqu (100.0%)
Слово: məqvimu, Предложенная лемма: сim (100.0%)
Слово: məqvinə, Предложенная лемма: məqvuji (88.9%)
Слово: məqvəti, Предложенная лемма: məqvuji (88.9%)
Слово: məqəmtə, Предложенная лемма: qəmtə (66.7%)
Слово: məqəztə, Предложенная лемма: məqdənə (66.7%)
Слово: məqəəmtə, Предложенная лемма: qəmtə (66.7%)
Слово: mərduta, Предложенная лемма: marduta (100.0%)
Слово: mərdutənajь, Предложенная лемма: mərdutə (100.0%)
Слово: mərjaxta, Предложенная лемма: mraja (100.0%)
Слово: mərjuzij, Предложенная лемма: mərjuzi (100.0%)
Слово: mərjuzina, Предложенная лемма: mərjuzi (100.0%)
Слово: mərjəzjati, Предложенная лемма: mərjuzi (100.0%)
Слово: mərjəzjəti, Предложенная лемма: mərzuji (80.0%)
Слово: mərjəzta, Предложенная лемма: mərzə (77.8%)
Слово: mərjəztd, Предложенная лемма: mərzə (77.8%)
Слово: mərjəztə, Предложенная лемма: mərzə (77.8%)
Слово: mərjəzətə, Предложенная лемма: mərzə (77.8%)
Слово: məruta, Предложенная лемма: mərutə (100.0%)
Слово: mərutetə, Предложенная лемма: mərutə (100.0%)
Слово: mərutəji, Предложенная лемма: mərutə (100.0%)
Слово: mərutəjə, Предложенная лемма: mərutə (100.0%)
Слово: mərutəti, Предложенная лемма: mərutə (100.0%)
Слово: mərutətə, Предложенная лемма: mərutə (100.0%)
Слово: mərvəxtə, Предложенная лемма: mərtə (70.0%)
Слово: mərxəzilə, Предложенная лемма: mərzə (77.8%)
Слово: məsajɩ, Предложенная лемма: msaja (100.0%)
Слово: məsajь, Предложенная лемма: msaja (100.0%)
Слово: məsalla, Предложенная лемма: masalla (100.0%)
Слово: məsallь, Предложенная лемма: masalla (100.0%)
Слово: məsax, Предложенная лемма: msaja (75.0%)
Слово: məsbjunilə, Предложенная лемма: məsjəntə (72.7%)
Слово: məsbutulə, Предложенная лемма: məsələ (70.0%)
Слово: məsbutələ, Предложенная лемма: məsələ (70.0%)
Слово: məsbətlь, Предложенная лемма: məsələ (70.0%)
Слово: məsbətьla, Предложенная лемма: məsələ (70.0%)
Слово: məsbətьna, Предложенная лемма: mьstana (80.0%)
Слово: məsbьt, Предложенная лемма: məsəmtə (66.7%)
Слово: məshərь, Предложенная лемма: məsələ (66.7%)
Слово: məsimij, Предложенная лемма: məsmijənə (100.0%)
Слово: məsja, Предложенная лемма: msaja (100.0%)
Слово: məsjava, Предложенная лемма: msaja (100.0%)
Слово: məskunilli, Предложенная лемма: məskuni (100.0%)
Слово: məslahat, Предложенная лемма: maslahat (100.0%)
Слово: məslahatçǝjь, Предложенная лемма: maslahat (100.0%)
Слово: məsleta, Предложенная лемма: məsletə (100.0%)
Слово: məssajь, Предложенная лемма: mьssaja (100.0%)
Слово: məssetə, Предложенная лемма: məsəmtə (66.7%)
Слово: məssimij, Предложенная лемма: məssumi (100.0%)
Слово: məssimə, Предложенная лемма: məssumi (100.0%)
Слово: məssumi, Предложенная лемма: məssumi (100.0%)
Слово: məssəji, Предложенная лемма: məssumi (88.9%)
Слово: məssəva, Предложенная лемма: mьssaja (88.9%)
Слово: məsurvəjь, Предложенная лемма: məsruji (90.0%)
Слово: məsxuriva, Предложенная лемма: masxurь (100.0%)
Слово: məsxut, Предложенная лемма: masxurь (88.9%)
Слово: məsəmij, Предложенная лемма: məsmijənə (100.0%)
Слово: məsəqlə, Предложенная лемма: məsələ (77.8%)
Слово: mətta, Предложенная лемма: matta (100.0%)
Слово: məvartə, Предложенная лемма: mərtə (66.7%)
Слово: məvidij, Предложенная лемма: məvudi (100.0%)
Слово: məvidin, Предложенная лемма: məvudi (100.0%)
Слово: məviditun, Предложенная лемма: məvudi (100.0%)
Слово: məvidəx, Предложенная лемма: məvudi (100.0%)
Слово: məvij, Предложенная лемма: məvudi (75.0%)
Слово: məvərta, Предложенная лемма: mərtə (66.7%)
Слово: məvərtə, Предложенная лемма: mərtə (66.7%)
Слово: məvьjtə, Предложенная лемма: mjətə (66.7%)
Слово: məxluplınə, Предложенная лемма: mələpə (66.7%)
Слово: məxrivijli, Предложенная лемма: məxruvi (100.0%)
Слово: məxtrupuli, Предложенная лемма: məxpuli (72.7%)
Слово: məxzujilinə, Предложенная лемма: məxzuji (100.0%)
Слово: məxzujɩlun, Предложенная лемма: məxzuji (100.0%)
Слово: məxzıijalun, Предложенная лемма: məxzuji (100.0%)
Слово: məzjidijli, Предложенная лемма: məzjudi (100.0%)
Слово: məzjidijlun, Предложенная лемма: məzjudi (100.0%)
Слово: məzjidtə, Предложенная лемма: məzjudi (100.0%)
Слово: məzjidəli, Предложенная лемма: məzjudi (100.0%)
Слово: məzjidəlun, Предложенная лемма: zjədə (66.7%)
Слово: məzjudijlə, Предложенная лемма: məzjudi (100.0%)
Слово: məzjudətə, Предложенная лемма: məzjudi (100.0%)
Слово: məzjədta, Предложенная лемма: zjədə (66.7%)
Слово: məzjədtə, Предложенная лемма: zjədə (66.7%)
Слово: məzluməjuniti, Предложенная лемма: zlumja (70.0%)
Слово: məzmuть, Предложенная лемма: məzvuji (75.0%)
Слово: məzəjudinə, Предложенная лемма: məzjudi (100.0%)
Слово: məçid, Предложенная лемма: miççidutə/miçidutə (75.0%)
Слово: məçix, Предложенная лемма: məx (62.5%)
Слово: məçjənta, Предложенная лемма: maçjanta (100.0%)
Слово: məçlis, Предложенная лемма: milisəjə (66.7%)
Слово: məçuxi, Предложенная лемма: məçvuçi (75.0%)
Слово: məşajь, Предложенная лемма: məşq (75.0%)
Слово: məşallь, Предложенная лемма: malla (66.7%)
Слово: məşjuţь, Предложенная лемма: məşq (66.7%)
Слово: məşleta, Предложенная лемма: məşletə (100.0%)
Слово: məşljujlə, Предложенная лемма: məşluji (100.0%)
Слово: məşljujun, Предложенная лемма: məşluji (100.0%)
Слово: məşteta, Предложенная лемма: matta (66.7%)
Слово: məştetə, Предложенная лемма: ştetə (66.7%)
Слово: məştija, Предложенная лемма: məştuji (100.0%)
Слово: məşьjnaja, Предложенная лемма: maşьna (77.8%)
Слово: məşьjnь, Предложенная лемма: maşьna (77.8%)
Слово: məəvida, Предложенная лемма: məvudi (100.0%)
Слово: mɩjdan, Предложенная лемма: maja (100.0%)
Слово: mɩnnoxun, Предложенная лемма: mənxupi (70.0%)
Слово: mьhьjrь, Предложенная лемма: mohur (77.8%)
Слово: mьjьbь, Предложенная лемма: mьjana (75.0%)
Слово: mьsajutə, Предложенная лемма: msaja (100.0%)
Слово: mьsxənə, Предложенная лемма: msəjə (66.7%)
Слово: mьtɩjlɩ, Предложенная лемма: mətəl (77.8%)
Слово: mьtьb, Предложенная лемма: matlumь (75.0%)
Слово: mьţbə, Предложенная лемма: mьţja (75.0%)
Слово: namumqin, Предложенная лемма: anam (100.0%)
Слово: namь, Предложенная лемма: anam (100.0%)
Слово: nara, Предложенная лемма: narra (100.0%)
Слово: naravatь, Предложенная лемма: narra (66.7%)
Слово: narazbjuta, Предложенная лемма: narazьjuta/nərazьjuta (90.9%)
Слово: narazɩj, Предложенная лемма: narazьj (100.0%)
Слово: narqompros, Предложенная лемма: narra (63.6%)
Слово: narsь, Предложенная лемма: narazьj (75.0%)
Слово: nasьj, Предложенная лемма: sьjja/sьhja (62.5%)
Слово: natrona, Предложенная лемма: ntara (100.0%)
Слово: nazautə, Предложенная лемма: nazь (100.0%)
Слово: nazhabь, Предложенная лемма: nazь (100.0%)
Слово: nazənь, Предложенная лемма: nazь (100.0%)
Слово: naşi, Предложенная лемма: in (100.0%)
Слово: negri, Предложенная лемма: in (100.0%)
Слово: nejtral, Предложенная лемма: unьjta (100.0%)
Слово: netral, Предложенная лемма: ntara (100.0%)
Слово: neşij, Предложенная лемма: enij (62.5%)
Слово: nidetə, Предложенная лемма: ndetə (100.0%)
Слово: nijati, Предложенная лемма: ənij (100.0%)
Слово: nijjati, Предложенная лемма: ənij (100.0%)
Слово: nijşa, Предложенная лемма: nijşə (100.0%)
Слово: nijşənqə, Предложенная лемма: nijşə (100.0%)
Слово: nijşь, Предложенная лемма: nijşə (100.0%)
Слово: nijəti, Предложенная лемма: injət (100.0%)
Слово: nijətə, Предложенная лемма: injət (100.0%)
Слово: nijətь, Предложенная лемма: injət (100.0%)
Слово: nimunь, Предложенная лемма: inь (100.0%)
Слово: niqel, Предложенная лемма: niqvə (75.0%)
Слово: nira, Предложенная лемма: nirx (100.0%)
Слово: nisbədutь, Предложенная лемма: nist (70.0%)
Слово: nisbət, Предложенная лемма: nist (77.8%)
Слово: nisbətujatɩ, Предложенная лемма: nist (77.8%)
Слово: nisbətujəti, Предложенная лемма: nist (77.8%)
Слово: nisbətujətə, Предложенная лемма: nist (77.8%)
Слово: nisbətujətɩ, Предложенная лемма: nist (77.8%)
Слово: nisbətujətь, Предложенная лемма: nist (77.8%)
Слово: nisbətutə, Предложенная лемма: nist (77.8%)
Слово: nisbətь, Предложенная лемма: nist (77.8%)
Слово: nisdi, Предложенная лемма: nist (75.0%)
Слово: nisji, Предложенная лемма: nisjənə (100.0%)
Слово: nison, Предложенная лемма: in (100.0%)
Слово: nizam, Предложенная лемма: nizə (100.0%)
Слово: nizbət, Предложенная лемма: nizə (100.0%)
Слово: nizbətujəti, Предложенная лемма: nizə (100.0%)
Слово: nizbətujətь, Предложенная лемма: nizə (100.0%)
Слово: nizdi, Предложенная лемма: nizə (100.0%)
Слово: ničum, Предложенная лемма: nimənə (100.0%)
Слово: ničçum, Предложенная лемма: nəçiвutə (75.0%)
Слово: nişanqa, Предложенная лемма: nişənqə (100.0%)
Слово: njişa, Предложенная лемма: nijşə (100.0%)
Слово: nomaji, Предложенная лемма: in (100.0%)
Слово: nomer, Предложенная лемма: nomə (100.0%)
Слово: nomere, Предложенная лемма: nomə (100.0%)
Слово: nometa, Предложенная лемма: nomə (100.0%)
Слово: norma, Предложенная лемма: norə/nora (75.0%)
Слово: nosij, Предложенная лемма: nəsijhət/nəsihət/nəsijhətt (100.0%)
Слово: npijline, Предложенная лемма: inь (100.0%)
Слово: npiljьli, Предложенная лемма: pləjə (66.7%)
Слово: ntarta, Предложенная лемма: ntara (100.0%)
Слово: ntǝzte, Предложенная лемма: toz (62.5%)
Слово: ntɩɩlun, Предложенная лемма: ofitser (66.7%)
Слово: nuxrajə, Предложенная лемма: nuxraja (100.0%)
Слово: nuxrajь, Предложенная лемма: nuxraja (100.0%)
Слово: nuxteta, Предложенная лемма: nuxtə (100.0%)
Слово: nuхrajə, Предложенная лемма: nurə (100.0%)
Слово: nuхrajɩ, Предложенная лемма: nurə (100.0%)
Слово: nuхrajь, Предложенная лемма: nurə (100.0%)
Слово: nxeşa, Предложенная лемма: nşara (62.5%)
Слово: nǝji, Предложенная лемма: in (100.0%)
Слово: nǝvta, Предложенная лемма: ntara (62.5%)
Слово: nəhakuta, Предложенная лемма: nəhəqutə (66.7%)
Слово: nəhakutə, Предложенная лемма: nəhəqutə (66.7%)
Слово: nəhəkijnə, Предложенная лемма: nhəjə (77.8%)
Слово: nəhəkuta, Предложенная лемма: nəhəqutə (66.7%)
Слово: nəhəquta, Предложенная лемма: nəhəqutə (100.0%)
Слово: nəmusajə, Предложенная лемма: nəmusəjə (100.0%)
Слово: nəmusetə, Предложенная лемма: nəmusəjə (88.9%)
Слово: nənninə, Предложенная лемма: nin (100.0%)
Слово: nərinu, Предложенная лемма: in (100.0%)
Слово: nəvijǝ, Предложенная лемма: nvijəjə (100.0%)
Слово: nəvtə, Предложенная лемма: nətə (62.5%)
Слово: nəxii, Предложенная лемма: nəxijrə (100.0%)
Слово: nəziq, Предложенная лемма: nəzig (75.0%)
Слово: nьməni, Предложенная лемма: nimənə (100.0%)
Слово: nьtrra, Предложенная лемма: ntara (100.0%)
Слово: odani, Предложенная лемма: dana (100.0%)
Слово: odax, Предложенная лемма: dax (100.0%)
Слово: odij, Предложенная лемма: di (100.0%)
Слово: odijjij, Предложенная лемма: dij (100.0%)
Слово: odijli, Предложенная лемма: dij (100.0%)
Слово: odijlun, Предложенная лемма: dij (100.0%)
Слово: odijlə, Предложенная лемма: dij (100.0%)
Слово: odijvalı, Предложенная лемма: dij (100.0%)
Слово: odil, Предложенная лемма: di (100.0%)
Слово: odinə, Предложенная лемма: di (100.0%)
Слово: oditun, Предложенная лемма: di (100.0%)
Слово: odres, Предложенная лемма: adres (100.0%)
Слово: odəxli, Предложенная лемма: idə (100.0%)
Слово: odəxlə, Предложенная лемма: xelə (62.5%)
Слово: odɩn, Предложенная лемма: odənə (100.0%)
Слово: ojina, Предложенная лемма: ajna (100.0%)
Слово: olpate, Предложенная лемма: alpa (100.0%)
Слово: onij, Предложенная лемма: ənij (100.0%)
Слово: opisere, Предложенная лемма: pisqar (75.0%)
Слово: opiseri, Предложенная лемма: pisqar (75.0%)
Слово: opiserь, Предложенная лемма: pisqar (75.0%)
Слово: oportunisti, Предложенная лемма: pərtuli (72.7%)
Слово: oportunizm, Предложенная лемма: pərtuli (72.7%)
Слово: oqjanus, Предложенная лемма: uqjənus (100.0%)
Слово: orax, Предложенная лемма: raxraxta (100.0%)
Слово: orbj, Предложенная лемма: raj (62.5%)
Слово: orgul, Предложенная лемма: ərguçi (75.0%)
Слово: pabriqi, Предложенная лемма: pəruqi (66.7%)
Слово: pais, Предложенная лемма: pisqar (100.0%)
Слово: paituj, Предложенная лемма: pitjə (100.0%)
Слово: paiş, Предложенная лемма: paşa (100.0%)
Слово: paişəj, Предложенная лемма: paşa (100.0%)
Слово: paiș, Предложенная лемма: pal (100.0%)
Слово: paja, Предложенная лемма: pajda (100.0%)
Слово: pajdə, Предложенная лемма: pajda (100.0%)
Слово: pajdыlь, Предложенная лемма: pajda (100.0%)
Слово: pajdь, Предложенная лемма: pajda (100.0%)
Слово: pajtat, Предложенная лемма: pajda (66.7%)
Слово: pajş, Предложенная лемма: pajda (75.0%)
Слово: pajš, Предложенная лемма: pajda (100.0%)
Слово: pajəxь, Предложенная лемма: pejtəxt (75.0%)
Слово: palagaj, Предложенная лемма: pal (100.0%)
Слово: palageta, Предложенная лемма: pal (100.0%)
Слово: palajşa, Предложенная лемма: pal (100.0%)
Слово: palaki, Предложенная лемма: pal (100.0%)
Слово: palasajъ, Предложенная лемма: pal (100.0%)
Слово: palasajь, Предложенная лемма: pal (100.0%)
Слово: palası, Предложенная лемма: pal (100.0%)
Слово: palatta, Предложенная лемма: pal (100.0%)
Слово: palattə, Предложенная лемма: pal (100.0%)
Слово: palaxaji, Предложенная лемма: pal (100.0%)
Слово: palaxi, Предложенная лемма: pal (100.0%)
Слово: palaxjati, Предложенная лемма: pal (100.0%)
Слово: palaxə, Предложенная лемма: pal (100.0%)
Слово: palaxəji, Предложенная лемма: pal (100.0%)
Слово: palaşaji, Предложенная лемма: pal (100.0%)
Слово: palaşajə, Предложенная лемма: pal (100.0%)
Слово: palaşajь, Предложенная лемма: pal (100.0%)
Слово: palaşeta, Предложенная лемма: pal (100.0%)
Слово: palaşetə, Предложенная лемма: pal (100.0%)
Слово: palaşi, Предложенная лемма: pal (100.0%)
Слово: palaşəja, Предложенная лемма: pal (100.0%)
Слово: palaşəjə, Предложенная лемма: pal (100.0%)
Слово: palaşətə, Предложенная лемма: pal (100.0%)
Слово: palexeta, Предложенная лемма: pal (100.0%)
Слово: palgi, Предложенная лемма: pal (100.0%)
Слово: pall, Предложенная лемма: pal (100.0%)
Слово: pallaxı, Предложенная лемма: pal (100.0%)
Слово: palleta, Предложенная лемма: pal (100.0%)
Слово: palletə, Предложенная лемма: pal (100.0%)
Слово: palltujo, Предложенная лемма: pal (100.0%)
Слово: palluje, Предложенная лемма: pal (100.0%)
Слово: pallujənə, Предложенная лемма: pal (100.0%)
Слово: palləta, Предложенная лемма: pal (100.0%)
Слово: pallətə, Предложенная лемма: pal (100.0%)
Слово: palst, Предложенная лемма: pal (100.0%)
Слово: palsxə, Предложенная лемма: pal (100.0%)
Слово: paltaj, Предложенная лемма: pal (100.0%)
Слово: paltajlun, Предложенная лемма: pal (100.0%)
Слово: paltani, Предложенная лемма: pal (100.0%)
Слово: paltaşlun, Предложенная лемма: pal (100.0%)
Слово: palte, Предложенная лемма: pal (100.0%)
Слово: paltojlun, Предложенная лемма: pal (100.0%)
Слово: palts, Предложенная лемма: pal (100.0%)
Слово: paltu, Предложенная лемма: pal (100.0%)
Слово: paltuj, Предложенная лемма: pal (100.0%)
Слово: paltə, Предложенная лемма: pal (100.0%)
Слово: paltəj, Предложенная лемма: pal (100.0%)
Слово: paltələ, Предложенная лемма: pal (100.0%)
Слово: paltələj, Предложенная лемма: pal (100.0%)
Слово: paltəntə, Предложенная лемма: pal (100.0%)
Слово: paltənь, Предложенная лемма: pal (100.0%)
Слово: paltəvə, Предложенная лемма: pal (100.0%)
Слово: paltɩj, Предложенная лемма: pal (100.0%)
Слово: paltь, Предложенная лемма: pal (100.0%)
Слово: palujinə, Предложенная лемма: pal (100.0%)
Слово: paluta, Предложенная лемма: pal (100.0%)
Слово: palute, Предложенная лемма: pal (100.0%)
Слово: palutusъ, Предложенная лемма: pal (100.0%)
Слово: palutənə, Предложенная лемма: pal (100.0%)
Слово: palutьlə, Предложенная лемма: pal (100.0%)
Слово: palutьnə, Предложенная лемма: pal (100.0%)
Слово: paluţ, Предложенная лемма: pal (100.0%)
Слово: paluţьnə, Предложенная лемма: pal (100.0%)
Слово: palxij, Предложенная лемма: pal (100.0%)
Слово: palxə, Предложенная лемма: pal (100.0%)
Слово: palşu, Предложенная лемма: pal (100.0%)
Слово: palşə, Предложенная лемма: pal (100.0%)
Слово: palşəx, Предложенная лемма: pal (100.0%)
Слово: palǝşьj, Предложенная лемма: pal (100.0%)
Слово: paləj, Предложенная лемма: pal (100.0%)
Слово: palənta, Предложенная лемма: pal (100.0%)
Слово: paləseta, Предложенная лемма: pal (100.0%)
Слово: paləsetə, Предложенная лемма: pal (100.0%)
Слово: paləsьj, Предложенная лемма: pal (100.0%)
Слово: palət, Предложенная лемма: pal (100.0%)
Слово: palətta, Предложенная лемма: pal (100.0%)
Слово: palətə, Предложенная лемма: pal (100.0%)
Слово: palətəj, Предложенная лемма: pal (100.0%)
Слово: paləx, Предложенная лемма: pal (100.0%)
Слово: paləxetə, Предложенная лемма: pal (100.0%)
Слово: paləxi, Предложенная лемма: pal (100.0%)
Слово: paləxjati, Предложенная лемма: pal (100.0%)
Слово: paləxketo, Предложенная лемма: pal (100.0%)
Слово: paləxəja, Предложенная лемма: pal (100.0%)
Слово: paləxь, Предложенная лемма: pal (100.0%)
Слово: paləşaja, Предложенная лемма: pal (100.0%)
Слово: paləşaji, Предложенная лемма: pal (100.0%)
Слово: paləşajə, Предложенная лемма: pal (100.0%)
Слово: paləşajɩ, Предложенная лемма: pal (100.0%)
Слово: paləşajь, Предложенная лемма: pal (100.0%)
Слово: paləşetə, Предложенная лемма: pal (100.0%)
Слово: paləşi, Предложенная лемма: pal (100.0%)
Слово: paləşj, Предложенная лемма: pal (100.0%)
Слово: paləşə, Предложенная лемма: pal (100.0%)
Слово: paləşəja, Предложенная лемма: pal (100.0%)
Слово: paləşətə, Предложенная лемма: pal (100.0%)
Слово: paləşь, Предложенная лемма: pal (100.0%)
Слово: palṭɩjva, Предложенная лемма: pal (100.0%)
Слово: palṭьjva, Предложенная лемма: pal (100.0%)
Слово: pane, Предложенная лемма: panpulь (100.0%)
Слово: panera, Предложенная лемма: parca (62.5%)
Слово: paneta, Предложенная лемма: pənetə (100.0%)
Слово: papuasi, Предложенная лемма: paprus (75.0%)
Слово: paravozь, Предложенная лемма: apra (100.0%)
Слово: parcə, Предложенная лемма: parca (100.0%)
Слово: park, Предложенная лемма: parca (75.0%)
Слово: parka, Предложенная лемма: apra (100.0%)
Слово: parkij, Предложенная лемма: prijşə (77.8%)
Слово: parkəvə, Предложенная лемма: rəkəvə (66.7%)
Слово: parlameat, Предложенная лемма: apra (100.0%)
Слово: parlament, Предложенная лемма: apra (100.0%)
Слово: parlemen, Предложенная лемма: parol (100.0%)
Слово: parlement, Предложенная лемма: parol (100.0%)
Слово: parman, Предложенная лемма: apra (100.0%)
Слово: parmetə, Предложенная лемма: parmeta (100.0%)
Слово: parpasta, Предложенная лемма: apra (100.0%)
Слово: parpurivə, Предложенная лемма: pərpuri (100.0%)
Слово: parqi, Предложенная лемма: pəruqi (100.0%)
Слово: parr, Предложенная лемма: parpurь (75.0%)
Слово: parra, Предложенная лемма: parca (75.0%)
Слово: parsupajь, Предложенная лемма: parsupaja (100.0%)
Слово: parsupi, Предложенная лемма: parsupa (100.0%)
Слово: parsups, Предложенная лемма: parsupa (100.0%)
Слово: parsupɩ, Предложенная лемма: parsupa (100.0%)
Слово: partia, Предложенная лемма: preta (100.0%)
Слово: partiaji, Предложенная лемма: preta (100.0%)
